Gene	P1490_PCD_09122016-0	P1490_PCD_27082020-0	P3390_PCD_08032024-0	P3390_PCD_19082024-0	P3390_PCD_30092020-0	P4703_CF_16022007-0	P4703_CF_18022015-0	P4703_CF_XXXX2000-0	P6004_CF_19062007-0	P6004_CF_28052021-0	P6004_CF_30102015-0	NumAsm_WiGene	NumAsm_WiGene_DNASeq
group_5940	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5938	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5937	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5935	1	1	1	1	1	1	1	1	1	1	1	11	11
priA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5933	1	1	1	1	1	1	1	1	1	1	1	11	11
aroC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5928	1	1	1	1	1	1	1	1	1	1	1	11	11
ttgD	1	1	1	1	1	1	1	1	1	1	1	11	11
acrB~~~acrF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5925	1	1	1	1	1	1	1	1	1	1	1	11	11
slyX	1	1	1	1	1	1	1	1	1	1	1	11	11
miaA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5923	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5922	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5919	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5918	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5915	1	1	1	1	1	1	1	1	1	1	1	11	11
pgaA	1	1	1	1	1	1	1	1	1	1	1	11	11
yfcF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5913	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5912	1	1	1	1	1	1	1	1	1	1	1	11	11
muiA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5911	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5908	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5907	1	1	1	1	1	1	1	1	1	1	1	11	11
trmL	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5906	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5904	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5903	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5902	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5900	1	1	1	1	1	1	1	1	1	1	1	11	11
bioD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5894	1	1	1	1	1	1	1	1	1	1	1	11	11
yesE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5888	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5878	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5877	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5874	1	1	1	1	1	1	1	1	1	1	1	11	11
rimO	1	1	1	1	1	1	1	1	1	1	1	11	11
atoC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5870	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5868	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5867	1	1	1	1	1	1	1	1	1	1	1	11	11
gph	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5864	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5856	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5855	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5854	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5852	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5845	1	1	1	1	1	1	1	1	1	1	1	11	11
gntP~~~gntT	1	1	1	1	1	1	1	1	1	1	1	11	11
mutL	1	1	1	1	1	1	1	1	1	1	1	11	11
nrtA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5839	1	1	1	1	1	1	1	1	1	1	1	11	11
cueR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5837	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5829	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5827	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5825	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5822	1	1	1	1	1	1	1	1	1	1	1	11	11
ampD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5820	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5817	1	1	1	1	1	1	1	1	1	1	1	11	11
rfbX	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5816	1	1	1	1	1	1	1	1	1	1	1	11	11
hemE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5807	1	1	1	1	1	1	1	1	1	1	1	11	11
lrp~~~decR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5800	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5798	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5791	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5790	1	1	1	1	1	1	1	1	1	1	1	11	11
lacI~~~tctC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5789	1	1	1	1	1	1	1	1	1	1	1	11	11
rclR~~~mtrA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5784	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5781	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5778	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5771	1	1	1	1	1	1	1	1	1	1	1	11	11
purM	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5769	1	1	1	1	1	1	1	1	1	1	1	11	11
hda	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5768	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5767	1	1	1	1	1	1	1	1	1	1	1	11	11
serB1	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5766	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5765	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5763	1	1	1	1	1	1	1	1	1	1	1	11	11
pcnB	1	1	1	1	1	1	1	1	1	1	1	11	11
murU	1	1	1	1	1	1	1	1	1	1	1	11	11
aceB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5760	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5759	1	1	1	1	1	1	1	1	1	1	1	11	11
glcC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5758	1	1	1	1	1	1	1	1	1	1	1	11	11
rbsK	1	1	1	1	1	1	1	1	1	1	1	11	11
lptD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5754	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5753	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5748	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5747	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5745	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5744	1	1	1	1	1	1	1	1	1	1	1	11	11
pdxH	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5743	1	1	1	1	1	1	1	1	1	1	1	11	11
ompW	1	1	1	1	1	1	1	1	1	1	1	11	11
waaC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5741	1	1	1	1	1	1	1	1	1	1	1	11	11
oprM~~~ttgC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5740	1	1	1	1	1	1	1	1	1	1	1	11	11
rsmA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5739	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5736	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5735	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5734	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5733	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5732	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5731	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5730	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5729	1	1	1	1	1	1	1	1	1	1	1	11	11
argA	1	1	1	1	1	1	1	1	1	1	1	11	11
lysR~~~cynR	1	1	1	1	1	1	1	1	1	1	1	11	11
ybhR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5727	1	1	1	1	1	1	1	1	1	1	1	11	11
glxK	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5726	1	1	1	1	1	1	1	1	1	1	1	11	11
lhgO	1	1	1	1	1	1	1	1	1	1	1	11	11
ubiA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5723	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5722	1	1	1	1	1	1	1	1	1	1	1	11	11
kefC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5721	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5720	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5718	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5717	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5716	1	1	1	1	1	1	1	1	1	1	1	11	11
yggX	1	1	1	1	1	1	1	1	1	1	1	11	11
dag	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5714	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5713	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5712	1	1	1	1	1	1	1	1	1	1	1	11	11
pyk	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5711	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5710	1	1	1	1	1	1	1	1	1	1	1	11	11
purU	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5707	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5706	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5704	1	1	1	1	1	1	1	1	1	1	1	11	11
moaC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5703	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5702	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5700	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5699	1	1	1	1	1	1	1	1	1	1	1	11	11
coaX	1	1	1	1	1	1	1	1	1	1	1	11	11
mET2	1	1	1	1	1	1	1	1	1	1	1	11	11
cysI	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5697	1	1	1	1	1	1	1	1	1	1	1	11	11
ygdD	1	1	1	1	1	1	1	1	1	1	1	11	11
alaS	1	1	1	1	1	1	1	1	1	1	1	11	11
flhF	1	1	1	1	1	1	1	1	1	1	1	11	11
hmoA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5695	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5694	1	1	1	1	1	1	1	1	1	1	1	11	11
tctC~~~bugE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5693	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5692	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5691	1	1	1	1	1	1	1	1	1	1	1	11	11
spmA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5690	1	1	1	1	1	1	1	1	1	1	1	11	11
aHP1	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5689	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5688	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5687	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5686	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5683	1	1	1	1	1	1	1	1	1	1	1	11	11
msrC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5680	1	1	1	1	1	1	1	1	1	1	1	11	11
moaD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5679	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5678	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5676	1	1	1	1	1	1	1	1	1	1	1	11	11
rluA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5673	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5672	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5670	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5669	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5668	1	1	1	1	1	1	1	1	1	1	1	11	11
metW	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5667	1	1	1	1	1	1	1	1	1	1	1	11	11
flaG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5666	1	1	1	1	1	1	1	1	1	1	1	11	11
cobW~~~yjiA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5665	1	1	1	1	1	1	1	1	1	1	1	11	11
tusA	1	1	1	1	1	1	1	1	1	1	1	11	11
flgN	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5663	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5662	1	1	1	1	1	1	1	1	1	1	1	11	11
phoU	1	1	1	1	1	1	1	1	1	1	1	11	11
tktA2	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5659	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5658	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5657	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5655	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5654	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5653	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5651	1	1	1	1	1	1	1	1	1	1	1	11	11
yclO	1	1	1	1	1	1	1	1	1	1	1	11	11
aidB~~~caiA	1	1	1	1	1	1	1	1	1	1	1	11	11
hpaI	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5646	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5645	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5643	1	1	1	1	1	1	1	1	1	1	1	11	11
elyC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5642	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5639	1	1	1	1	1	1	1	1	1	1	1	11	11
ppaX	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5636	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5635	1	1	1	1	1	1	1	1	1	1	1	11	11
mgtA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5634	1	1	1	1	1	1	1	1	1	1	1	11	11
pitA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5632	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5629	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5628	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5627	1	1	1	1	1	1	1	1	1	1	1	11	11
iclR~~~kdgR	1	1	1	1	1	1	1	1	1	1	1	11	11
iclR~~~allR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5625	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5623	1	1	1	1	1	1	1	1	1	1	1	11	11
dAP2	1	1	1	1	1	1	1	1	1	1	1	11	11
xseA	1	1	1	1	1	1	1	1	1	1	1	11	11
flgM	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5621	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5620	1	1	1	1	1	1	1	1	1	1	1	11	11
rpiA	1	1	1	1	1	1	1	1	1	1	1	11	11
tktA1	1	1	1	1	1	1	1	1	1	1	1	11	11
tatD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5616	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5615	1	1	1	1	1	1	1	1	1	1	1	11	11
lptB~~~araG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5614	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5613	1	1	1	1	1	1	1	1	1	1	1	11	11
doxX~~~mhqP	1	1	1	1	1	1	1	1	1	1	1	11	11
fliS	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5610	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5608	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5607	1	1	1	1	1	1	1	1	1	1	1	11	11
mopA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5606	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5605	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5601	1	1	1	1	1	1	1	1	1	1	1	11	11
phoR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5600	1	1	1	1	1	1	1	1	1	1	1	11	11
ceuB~~~yclN	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5599	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5596	1	1	1	1	1	1	1	1	1	1	1	11	11
dmlR~~~lysR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5595	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5594	1	1	1	1	1	1	1	1	1	1	1	11	11
lysR~~~gcvA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5592	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5591	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5590	1	1	1	1	1	1	1	1	1	1	1	11	11
kch	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5589	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5587	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5586	1	1	1	1	1	1	1	1	1	1	1	11	11
gumC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5584	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5583	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5581	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5580	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5578	1	1	1	1	1	1	1	1	1	1	1	11	11
mlaE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5575	1	1	1	1	1	1	1	1	1	1	1	11	11
mlaF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5574	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5572	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5571	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5570	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5568	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5566	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5565	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5564	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5563	1	1	1	1	1	1	1	1	1	1	1	11	11
lpd	1	1	1	1	1	1	1	1	1	1	1	11	11
mntB~~~scaC	1	1	1	1	1	1	1	1	1	1	1	11	11
yliI	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5560	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5559	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsP	1	1	1	1	1	1	1	1	1	1	1	11	11
tolQ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5557	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5556	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5554	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5552	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5549	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5548	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5547	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5546	1	1	1	1	1	1	1	1	1	1	1	11	11
gloA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5545	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5543	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5542	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5541	1	1	1	1	1	1	1	1	1	1	1	11	11
fliT	1	1	1	1	1	1	1	1	1	1	1	11	11
pta	1	1	1	1	1	1	1	1	1	1	1	11	11
bioB	1	1	1	1	1	1	1	1	1	1	1	11	11
modC	1	1	1	1	1	1	1	1	1	1	1	11	11
fbpC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5535	1	1	1	1	1	1	1	1	1	1	1	11	11
hutH	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5532	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5531	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5530	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5529	1	1	1	1	1	1	1	1	1	1	1	11	11
epsF	1	1	1	1	1	1	1	1	1	1	1	11	11
yclQ	1	1	1	1	1	1	1	1	1	1	1	11	11
sco1	1	1	1	1	1	1	1	1	1	1	1	11	11
nrdD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5527	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5526	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5525	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5524	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5523	1	1	1	1	1	1	1	1	1	1	1	11	11
manB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5521	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5520	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5519	1	1	1	1	1	1	1	1	1	1	1	11	11
aroG1	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5517	1	1	1	1	1	1	1	1	1	1	1	11	11
nfnB	1	1	1	1	1	1	1	1	1	1	1	11	11
desA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5515	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5514	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5513	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5512	1	1	1	1	1	1	1	1	1	1	1	11	11
nikK	1	1	1	1	1	1	1	1	1	1	1	11	11
glp	1	1	1	1	1	1	1	1	1	1	1	11	11
rfaG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5510	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5507	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5506	1	1	1	1	1	1	1	1	1	1	1	11	11
msrQ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5503	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5501	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5500	1	1	1	1	1	1	1	1	1	1	1	11	11
eCM27	1	1	1	1	1	1	1	1	1	1	1	11	11
mlaD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5498	1	1	1	1	1	1	1	1	1	1	1	11	11
dltD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5497	1	1	1	1	1	1	1	1	1	1	1	11	11
surE	1	1	1	1	1	1	1	1	1	1	1	11	11
yadS	1	1	1	1	1	1	1	1	1	1	1	11	11
bioA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5491	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5490	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5488	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5487	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5486	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5485	1	1	1	1	1	1	1	1	1	1	1	11	11
tolC~~~cyaE	1	1	1	1	1	1	1	1	1	1	1	11	11
spoIVB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5483	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5482	1	1	1	1	1	1	1	1	1	1	1	11	11
mntB~~~znuB	1	1	1	1	1	1	1	1	1	1	1	11	11
kdpF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5479	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5478	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5477	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5476	1	1	1	1	1	1	1	1	1	1	1	11	11
rimM	1	1	1	1	1	1	1	1	1	1	1	11	11
gltC~~~cynR	1	1	1	1	1	1	1	1	1	1	1	11	11
tolR~~~exbD	1	1	1	1	1	1	1	1	1	1	1	11	11
irpA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5474	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5473	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5472	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5471	1	1	1	1	1	1	1	1	1	1	1	11	11
araJ~~~abaF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5467	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5466	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5464	1	1	1	1	1	1	1	1	1	1	1	11	11
yraN	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5462	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5461	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5460	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5459	1	1	1	1	1	1	1	1	1	1	1	11	11
fahA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5456	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5455	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5454	1	1	1	1	1	1	1	1	1	1	1	11	11
mauD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5453	1	1	1	1	1	1	1	1	1	1	1	11	11
ackA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5450	1	1	1	1	1	1	1	1	1	1	1	11	11
malT	1	1	1	1	1	1	1	1	1	1	1	11	11
modB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5449	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5447	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5446	1	1	1	1	1	1	1	1	1	1	1	11	11
cheD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5444	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5440	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5439	1	1	1	1	1	1	1	1	1	1	1	11	11
iclR~~~xynR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5438	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5436	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5435	1	1	1	1	1	1	1	1	1	1	1	11	11
fabV	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5432	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5430	1	1	1	1	1	1	1	1	1	1	1	11	11
yhdG~~~ybaT	1	1	1	1	1	1	1	1	1	1	1	11	11
trmB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5428	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5427	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5426	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5425	1	1	1	1	1	1	1	1	1	1	1	11	11
pgi	1	1	1	1	1	1	1	1	1	1	1	11	11
jefA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5421	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5420	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5419	1	1	1	1	1	1	1	1	1	1	1	11	11
araC~~~nimR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5417	1	1	1	1	1	1	1	1	1	1	1	11	11
fliO	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5415	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5414	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5411	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5410	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5409	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5407	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5406	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5405	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5404	1	1	1	1	1	1	1	1	1	1	1	11	11
hcaF	1	1	1	1	1	1	1	1	1	1	1	11	11
wcaJ	1	1	1	1	1	1	1	1	1	1	1	11	11
hisN	1	1	1	1	1	1	1	1	1	1	1	11	11
katE	1	1	1	1	1	1	1	1	1	1	1	11	11
sulP	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5401	1	1	1	1	1	1	1	1	1	1	1	11	11
mdlB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_5399	1	1	1	1	1	1	1	1	1	1	1	11	11
